,tissue,tissue_confi
SRR959655,BONE MARROW,0.5966997
SRR1192838,BRAIN,0.7739759
SRR2166627,BONE MARROW,0.9991721
SRR898390,BRAIN,1.0
SRR764668,KIDNEY,0.9913743
SRR898229,BRAIN,1.0
SRR896678,LIVER,0.7446958
SRR611070,BRAIN,1.0
SRR897942,BRAIN,1.0
SRR898406,BRAIN,1.0
ERR519468,ESOPHAGUS,0.9999874
SRR419522,LUNG,0.89492005
SRR650174,OTHER,0.7265994
ERR922709,PROSTATE,1.0
SRR896702,LIVER,0.74857336
SRR898265,LIVER,0.5398764
SRR897577,BRAIN,1.0
SRR1202005,BRAIN,0.2797945
SRR1203008,OTHER,0.08581434
SRR898240,LIVER,0.53061074
SRR926667,OTHER,0.8960463
ERR519484,ESOPHAGUS,0.9914378
ERR030864,OTHER,0.95993435
SRR959744,BONE MARROW,0.41049638
SRR897929,BRAIN,1.0
SRR898269,LIVER,0.49478903
ERR502857,BONE MARROW,0.99998206
SRR897430,LIVER,0.6721295
SRR959722,BONE MARROW,0.4914096
SRR959606,BRAIN,0.9987146
SRR896907,BRAIN,1.0
SRR897227,BRAIN,1.0
SRR897999,BRAIN,1.0
SRR959621,BRAIN,0.9968527
SRR896928,BRAIN,1.0
SRR926650,OTHER,0.5289378
SRR897694,BRAIN,1.0
SRR542358,BREAST,1.0
SRR317093,OTHER,1.0
SRR898134,LIVER,0.6903573
SRR1213728,OTHER,1.0
SRR650150,KIDNEY,0.49018654
SRR896824,BRAIN,1.0
SRR542383,BREAST,0.99999064
SRR896966,BRAIN,1.0
ERR532574,PROSTATE,1.0
SRR896981,BRAIN,1.0
SRR2166636,OTHER,0.9078061
SRR633565,BREAST,0.9947446
SRR546589,KIDNEY,1.0
SRR1596223,BONE MARROW,0.99580586
SRR926689,LIVER,1.0
SRR897827,LIVER,0.57093006
SRR542355,BREAST,0.999972
SRR898488,BRAIN,1.0
SRR2925160,BRAIN,0.99967784
SRR1216127,BRAIN,1.0
SRR898380,BRAIN,1.0
SRR897666,BRAIN,1.0
SRR1216013,LIVER,0.7857052
SRR897270,BRAIN,1.0
ERR649041,ESOPHAGUS,0.70348823
SRR1191672,BRAIN,0.8947703
SRR898403,BRAIN,1.0
SRR609430,BRAIN,1.0
SRR650171,OTHER,0.45029783
SRR1201804,BRAIN,0.28907135
ERR863545,LIVER,1.0
SRR897924,BRAIN,1.0
ERR649066,ESOPHAGUS,0.93212926
SRR633566,BREAST,0.89108074
SRR896967,BRAIN,1.0
ERR832552,OTHER,1.0
SRR278174,ESOPHAGUS,1.0
SRR898133,LIVER,0.64182943
SRR896827,BRAIN,1.0
SRR1190365,BRAIN,0.9613922
SRR898271,LIVER,0.54331887
SRR1216071,BRAIN,1.0
SRR897804,LIVER,0.66117156
SRR897099,BRAIN,0.5158611
SRR897660,BRAIN,1.0
SRR1203844,BRAIN,0.36093217
ERR519505,SKIN,0.99995726
SRR896914,BRAIN,1.0
SRR897228,BRAIN,1.0
SRR898463,BRAIN,1.0
ERR833222,OTHER,1.0
SRR387431,BONE MARROW,0.997715
ERR532434,PROSTATE,1.0
SRR959728,BONE MARROW,0.49163947
SRR1521210,LUNG,0.76542664
SRR633589,BREAST,0.99957085
SRR897965,BRAIN,1.0
SRR959607,BRAIN,0.99915826
SRR1191990,BRAIN,0.8488083
SRR948104,BONE MARROW,0.99999714
SRR898197,BRAIN,1.0
SRR959671,BONE MARROW,0.41176948
ERR661279,OTHER,0.22936592
ERR532578,PROSTATE,1.0
ERR519510,SKIN,0.9101764
SRR1191667,BRAIN,0.9134296
SRR1203775,OTHER,0.6962284
SRR1216059,BRAIN,1.0
SRR898453,BRAIN,1.0
SRR570308,BONE MARROW,0.9999955
SRR1191345,BRAIN,0.98174477
SRR1201817,BRAIN,0.32860193
ERR833249,OTHER,1.0
SRR897661,BRAIN,1.0
SRR1201723,LUNG,0.29255208
SRR948109,BONE MARROW,0.99998254
ERR731508,LUNG,0.5425068
SRR896901,BRAIN,1.0
ERR649022,ESOPHAGUS,1.0
DRR014029,OTHER,0.70549345
SRR898138,LIVER,0.6822155
SRR896669,LIVER,0.6766502
SRR897993,BRAIN,1.0
DRR029113,ESOPHAGUS,0.99701136
SRR896670,LIVER,0.7601028
SRR897052,BRAIN,0.73208946
SRR1201726,BRAIN,0.61642885
SRR897119,LIVER,0.6444301
SRR1203816,OTHER,0.86641663
SRR628229,OTHER,1.0
ERR208919,OTHER,0.999941
SRR1201719,LUNG,0.2765118
SRR898420,BRAIN,1.0
SRR1202087,BRAIN,0.2206202
ERR731506,LUNG,0.9999956
SRR897971,BRAIN,1.0
ERR208922,OTHER,0.30582753
SRR897234,BRAIN,1.0
SRR1201816,BRAIN,0.31869897
SRR948103,BONE MARROW,0.9994362
SRR2166629,BONE MARROW,0.999972
SRR1202371,BONE MARROW,0.49602968
ERR832544,OTHER,1.0
SRR897920,BRAIN,1.0
SRR896938,BRAIN,1.0
SRR1046816,LUNG,0.76693225
SRR896683,LIVER,0.74425346
SRR959699,BONE MARROW,0.4129177
SRR542404,BREAST,0.97400606
SRR924530,OTHER,1.0
SRR896676,LIVER,0.77168757
SRR898289,LIVER,0.5678247
SRR896909,BRAIN,1.0
SRR492046,BREAST,0.994081
ERR832553,OTHER,1.0
SRR959613,BRAIN,0.9997524
SRR2925168,BRAIN,0.89496005
SRR897567,BRAIN,1.0
ERR532610,PROSTATE,1.0
ERR409744,BRAIN,1.0
SRR897707,BRAIN,1.0
SRR897471,LIVER,0.6323976
SRR1216116,BRAIN,1.0
SRR1216109,BRAIN,1.0
SRR1213580,OTHER,1.0
SRR278175,ESOPHAGUS,1.0
ERR519502,SKIN,0.9274247
SRR1215999,LIVER,0.72962266
SRR1721294,OTHER,0.99999744
SRR898263,LIVER,0.55552614
SRR650205,KIDNEY,0.54401594
SRR897321,BRAIN,1.0
SRR633592,UTERUS,0.48006645
SRR1216086,BRAIN,1.0
ERR649045,ESOPHAGUS,0.7924558
SRR898025,BRAIN,1.0
SRR897692,BRAIN,1.0
ERR833229,OTHER,1.0
SRR897630,BRAIN,1.0
SRR897937,BRAIN,1.0
SRR897121,LIVER,0.6260328
ERR832545,OTHER,1.0
SRR897830,LIVER,0.60451853
SRR1201774,LUNG,0.29575175
ERR832536,OTHER,1.0
SRR896892,BRAIN,1.0
SRR959669,BONE MARROW,0.46435967
SRR1193100,BRAIN,0.90679467
SRR897055,BRAIN,0.7658084
SRR897306,BRAIN,1.0
SRR1202088,BRAIN,0.28222987
SRR419540,LUNG,0.8763794
SRR897674,BRAIN,1.0
SRR897315,BRAIN,1.0
SRR1017524,OVARY,0.09050952
SRR1639273,BRAIN,0.9295119
SRR546588,KIDNEY,1.0
SRR926646,OTHER,0.6706805
SRR628225,LUNG,1.0
ERR833252,OTHER,1.0
ERR519467,ESOPHAGUS,0.99847573
SRR897657,BRAIN,1.0
SRR1216019,LIVER,0.761083
SRR609422,BRAIN,1.0
SRR424567,ESOPHAGUS,0.94048053
SRR650183,ESOPHAGUS,0.9940325
SRR897614,BRAIN,1.0
SRR896945,BRAIN,1.0
ERR532561,PROSTATE,1.0
SRR897059,BRAIN,0.721835
ERR033745,BRAIN,1.0
DRR003595,BRAIN,0.98775434
SRR959715,BONE MARROW,0.49067646
SRR898139,LIVER,0.63586444
SRR1657544,ESOPHAGUS,1.0
ERR519495,ESOPHAGUS,0.99999964
ERR532433,PROSTATE,1.0
SRR896854,BRAIN,1.0
SRR1202093,LUNG,0.28805652
SRR1201867,BRAIN,0.38174158
SRR650189,OTHER,0.98384607
SRR948114,BONE MARROW,0.99929225
SRR898385,BRAIN,1.0
SRR959689,BONE MARROW,0.6137601
SRR896667,LIVER,0.78781044
ERR030870,OTHER,0.9165037
SRR897798,LIVER,0.59393007
SRR896960,BRAIN,1.0
SRR897285,BRAIN,1.0
SRR896893,BRAIN,1.0
SRR897290,BRAIN,1.0
SRR897080,BRAIN,0.6029951
SRR959676,BONE MARROW,0.37032807
SRR896934,BRAIN,1.0
SRR897954,BRAIN,1.0
SRR959441,OTHER,0.91140586
SRR496579,PROSTATE,0.9991415
SRR542362,BREAST,0.9116359
SRR387438,BONE MARROW,0.9998374
ERR661281,OTHER,0.95555985
SRR391078,BONE MARROW,0.99997056
ERR532598,PROSTATE,1.0
SRR542394,BREAST,1.0
SRR897087,BRAIN,0.5654689
SRR897083,BRAIN,0.58450514
ERR210963,LIVER,1.0
SRR898186,BRAIN,1.0
SRR959720,BONE MARROW,0.55491865
SRR897579,BRAIN,1.0
ERR661156,BONE MARROW,0.99999905
SRR959711,BONE MARROW,0.4148411
SRR1213847,OTHER,1.0
SRR1037486,BONE MARROW,0.6830372
SRR897622,BRAIN,1.0
SRR1193106,BRAIN,0.92417467
SRR897467,LIVER,0.64206904
SRR542401,OTHER,1.0
SRR419542,LUNG,0.9250225
SRR898446,BRAIN,1.0
SRR897702,BRAIN,1.0
SRR897936,BRAIN,1.0
SRR898485,BRAIN,1.0
SRR922454,OTHER,1.0
ERR649040,OTHER,0.42308283
SRR1201979,BRAIN,0.6176883
SRR611065,BRAIN,1.0
ERR560453,OTHER,0.95486975
SRR898008,BRAIN,1.0
SRR1192167,BRAIN,0.88260174
SRR897580,BRAIN,1.0
SRR1216064,BRAIN,1.0
SRR898300,LIVER,0.6350807
SRR897844,LIVER,0.6303917
SRR837859,SKIN,0.9035617
SRR1213725,OTHER,1.0
ERR519472,ESOPHAGUS,0.9628714
SRR897608,BRAIN,1.0
SRR897846,LIVER,0.5899698
SRR1216007,LIVER,0.788926
SRR897086,BRAIN,0.6305983
SRR926687,LIVER,1.0
SRR897823,LIVER,0.64849734
SRR317086,OTHER,1.0
SRR387442,BONE MARROW,0.99899185
SRR897672,BRAIN,1.0
SRR898287,LIVER,0.56675595
SRR922455,OTHER,1.0
SRR1201859,BRAIN,0.5353261
SRR896842,BRAIN,1.0
SRR897689,BRAIN,1.0
SRR898202,BRAIN,1.0
SRR542353,BREAST,1.0
SRR897281,BRAIN,1.0
SRR897465,LIVER,0.60217243
SRR896829,BRAIN,1.0
SRR897673,BRAIN,1.0
SRR898282,LIVER,0.49513793
SRR898286,BRAIN,0.60470295
SRR1195619,BRAIN,0.94489014
SRR1201685,BRAIN,0.41717744
SRR1201709,LUNG,0.27542895
ERR833235,OTHER,1.0
SRR897286,BRAIN,1.0
SRR959675,BONE MARROW,0.5070211
SRR897700,BRAIN,1.0
SRR897973,BRAIN,1.0
SRR801433,STOMACH,0.9999903
SRR898283,BRAIN,0.5340481
SRR834560,LIVER,1.0
SRR896931,BRAIN,1.0
ERR532439,PROSTATE,1.0
ERR649071,ESOPHAGUS,0.9921336
SRR1201791,BONE MARROW,0.45974717
SRR897053,BRAIN,0.74725723
ERR532608,PROSTATE,1.0
SRR897261,BRAIN,1.0
SRR898444,BRAIN,1.0
SRR898455,BRAIN,1.0
SRR898200,BRAIN,1.0
SRR896836,BRAIN,1.0
SRR1721310,STOMACH,1.0
SRR896720,LIVER,0.7707486
SRR1216091,BRAIN,1.0
SRR1202299,BRAIN,0.3414817
SRR387418,BONE MARROW,0.8038254
SRR897629,BRAIN,1.0
SRR1203813,BRAIN,0.5323357
SRR896859,BRAIN,1.0
SRR897342,BRAIN,1.0
SRR897829,LIVER,0.6196972
SRR898243,LIVER,0.602759
ERR833234,OTHER,1.0
SRR650144,ESOPHAGUS,0.9987108
SRR650231,OTHER,0.8905713
SRR896725,LIVER,0.7187928
SRR897486,LIVER,0.719933
SRR897588,BRAIN,1.0
SRR897840,LIVER,0.62035024
SRR1721287,OTHER,1.0
SRR074899,SKIN,0.87372935
SRR896881,BRAIN,1.0
SRR1216121,BRAIN,1.0
SRR926665,OTHER,0.95631087
SRR1202949,BRAIN,0.66774863
SRR650136,ESOPHAGUS,0.9960904
SRR898433,BRAIN,1.0
SRR1213838,OTHER,1.0
SRR1213797,OTHER,1.0
SRR959430,OTHER,0.65338874
SRR897457,LIVER,0.70822555
SRR1216134,BRAIN,1.0
SRR542387,BREAST,0.9999998
SRR1201769,LUNG,0.2719541
SRR959625,BRAIN,0.71108496
ERR532581,PROSTATE,1.0
ERR649053,ESOPHAGUS,0.9974674
SRR896831,BRAIN,1.0
SRR898210,BRAIN,1.0
SRR898391,BRAIN,1.0
SRR922552,OTHER,1.0
SRR959645,BRAIN,0.9997773
SRR898379,BRAIN,1.0
SRR959634,BRAIN,0.9986229
SRR948101,BONE MARROW,0.9999732
SRR959646,BRAIN,0.9998255
SRR897646,BRAIN,1.0
SRR898402,BRAIN,1.0
DRR014034,BONE MARROW,0.90004843
SRR1193007,BRAIN,0.8716284
SRR897706,BRAIN,1.0
SRR898214,BRAIN,1.0
SRR897695,BRAIN,1.0
SRR546230,STOMACH,1.0
SRR316212,LIVER,1.0
SRR897073,BRAIN,0.587825
SRR896886,BRAIN,1.0
SRR897312,BRAIN,1.0
SRR542386,BREAST,1.0
SRR018268,BONE MARROW,0.99843156
SRR948096,BONE MARROW,0.8822939
SRR959601,BRAIN,0.9974805
SRR1216132,BRAIN,1.0
SRR897791,LIVER,0.6385561
SRR1193197,BRAIN,0.8998219
SRR898117,LIVER,0.697313
SRR896691,LIVER,0.686697
SRR896832,BRAIN,1.0
SRR896953,BRAIN,1.0
SRR897922,BRAIN,1.0
SRR1201727,LUNG,0.2909656
SRR1767291,OTHER,1.0
SRR1216133,BRAIN,1.0
SRR897601,BRAIN,1.0
SRR1191673,BRAIN,0.9078658
SRR650167,KIDNEY,0.71809363
SRR897259,BRAIN,1.0
SRR896919,BRAIN,1.0
SRR650142,OTHER,0.996846
