,sex,sex_confi
SRR648422,male,0.99846095
SRR897111,male,0.9980159
SRR2049750,male,0.9939046
SRR1216066,male,0.9928013
SRR1201815,female,0.9634153
DRR029113,female,0.9691614
ERR863729,female,0.99997395
SRR897495,male,0.95020914
ERR752747,female,0.9969699
SRR897284,male,0.94907016
SRR831013,male,0.5386599
SRR896907,male,0.97908115
SRR897126,male,0.935442
SRR018264,male,0.9999797
SRR949108,female,0.9994799
DRR006392,male,0.99154437
ERR315472,male,0.99941206
SRR1744451,female,0.9852475
SRR1957208,male,0.98041856
SRR897972,male,0.9846574
SRR897142,male,0.9247449
SRR1027006,female,0.78732353
SRR448098,male,0.9772579
SRR896728,male,0.9978881
SRR959673,female,0.89110357
SRR1265611,male,0.9946973
SRR556766,male,0.7943703
SRR868865,female,0.99686176
SRR1663240,male,0.99700755
SRR2049635,male,0.9614628
SRR1781564,female,0.78087103
SRR1216130,female,0.51738787
SRR896853,male,0.98675567
SRR948093,male,0.98860484
SRR1201783,female,0.9718305
SRR897927,male,0.9872224
SRR2087306,female,0.99867916
SRR2049650,male,0.98863107
SRR191717,male,0.8743558
SRR1292155,male,0.9031946
SRR1768883,male,0.9871771
ERR752651,male,0.9435829
SRR358995,male,0.9995354
SRR2087360,female,0.9997403
SRR1268072,female,0.9997581
SRR397212,male,0.9997095
SRR1657553,male,0.9999156
SRR1747210,male,0.9559884
ERR315405,male,0.97178584
SRR1067977,female,0.9999674
SRR897485,male,0.99923885
SRR1027988,female,0.9183245
SRR1777320,male,0.9826523
SRR896726,male,0.9966715
SRR1216031,male,0.9524938
ERR752769,male,0.94257003
SRR898191,male,0.9861905
SRR191660,male,0.9989046
SRR1027182,female,0.9999949
SRR959617,female,0.78174543
DRR006408,male,0.8905541
SRR2926058,female,0.9959262
SRR1633195,male,0.96751773
SRR1222586,male,0.9532652
SRR2052793,male,0.9868299
SRR448108,male,0.9431292
SRR2052672,male,0.9814453
SRR898160,male,0.9453494
SRR897959,male,0.9837791
SRR975602,male,0.73026305
SRR191699,male,0.998727
SRR896697,male,0.99864435
SRR1177678,female,0.99933356
SRR542349,female,0.7813417
SRR2926025,female,0.98810786
ERR731518,female,0.9859422
SRR1721284,male,0.94444084
SRR1265591,male,0.9698669
SRR1177688,male,0.8673088
SRR2759015,female,0.900678
SRR1313210,female,0.9998288
SRR479062,female,0.99933356
SRR897541,male,0.93904334
SRR1265664,male,0.9757535
SRR797163,female,0.9993032
SRR988507,female,0.99881715
SRR959728,female,0.908477
SRR898261,male,0.9980771
SRR397222,male,0.9964042
ERR752900,male,0.96564996
SRR1652925,female,0.96136284
SRR514146,female,0.6695956
SRR1161099,female,0.99999964
ERR752834,female,0.9996365
ERR315353,female,0.98672885
SRR633586,male,0.9412233
SRR648408,female,0.99954796
SRR066469,male,0.9984549
SRR396943,female,0.99623317
ERR315337,female,0.9890069
SRR2049678,male,0.9024757
SRR1698151,female,0.9986119
SRR1422072,female,0.97982246
SRR1652937,female,0.99965966
SRR1216127,male,0.9862418
SRR896944,male,0.9694871
SRR896733,male,0.9965329
ERR560453,male,0.9998935
SRR575162,male,0.6443225
SRR1754130,female,0.9796376
SRR959641,female,0.7840042
SRR898165,male,0.9632145
SRR1313191,female,0.99840975
SRR868882,female,0.9990767
ERR841668,male,0.99964696
ERR315339,male,0.99758166
SRR897300,male,0.9423567
SRR2052675,male,0.97803384
SRR1201692,female,0.9626142
ERR315474,male,0.9327768
SRR1785292,female,0.99632627
SRR797105,male,0.99365693
SRR514143,male,0.9827467
ERR532608,male,0.9876512
DRR006489,male,0.98424643
SRR1744445,female,0.957664
SRR2052761,male,0.96033466
SRR2049594,female,0.9999733
SRR2443215,female,0.9990754
ERR752535,male,0.9742751
SRR896832,male,0.9888016
SRR2443187,female,0.9994543
SRR898188,male,0.98604345
SRR1663266,male,0.99762726
SRR897133,male,0.9377507
ERR752724,female,0.995258
SRR897825,male,0.9984239
SRR898400,male,0.9901606
ERR752829,male,0.9478143
SRR2049709,female,0.9999589
ERR315464,female,0.92591953
SRR317104,female,0.9999217
SRR1608705,male,0.9997322
SRR1213776,male,0.98131764
SRR868858,female,0.9996995
ERR752700,female,0.9987356
SRR333694,male,0.5004068
SRR897715,male,0.9519843
SRR959638,female,0.77842027
ERR752891,female,0.99943626
SRR397224,female,0.999997
ERR752636,male,0.9629881
SRR1146080,female,0.9998353
SRR1747188,male,0.9656719
SRR1521399,female,0.9999868
DRR014034,male,0.77854735
SRR1201251,male,0.99624634
SRR396958,male,0.99037534
ERR315487,female,0.9845567
SRR1596221,female,0.9983125
SRR801691,female,0.997708
SRR644275,female,0.9953467
SRR1658411,male,0.9835707
SRR1265620,male,0.9777783
SRR897700,male,0.9668295
SRR897606,male,0.989995
SRR896710,male,0.9998156
SRR2040360,female,0.94802654
SRR1313182,female,0.9975773
SRR1608902,male,0.998209
ERR752606,male,0.9153845
SRR1202372,female,0.970606
SRR897216,male,0.97431487
SRR1292160,female,0.98852694
SRR948496,male,0.99699193
SRR1313216,female,0.9943711
SRR1042032,female,0.999568
ERR649068,male,0.9981704
SRR897935,male,0.98769855
SRR897920,male,0.98535335
SRR2954792,male,0.881266
SRR363687,female,0.82547677
ERR315461,female,0.9998868
SRR2313998,male,0.9700198
SRR1768869,female,0.99954194
SRR070179,male,0.99995327
SRR1576146,male,0.99429905
SRR896904,male,0.9623144
SRR897881,male,0.93590033
SRR2443147,female,0.9894633
SRR1265520,male,0.94282806
SRR898167,male,0.96492976
SRR1299438,male,0.9566183
SRR926649,male,0.9946435
SRR897331,male,0.9691037
SRR898312,male,0.9301227
SRR400669,male,0.73817533
SRR1785288,female,0.9879572
SRR1146163,male,0.9957255
SRR1608506,female,0.99874103
SRR897107,male,0.9972413
SRR868816,female,0.9992992
SRR898290,male,0.99811804
SRR801432,male,0.9999876
SRR897496,male,0.9655811
SRR1268080,male,0.9785336
SRR897277,male,0.9428487
SRR898271,male,0.9975168
SRR959605,female,0.78412783
SRR898222,male,0.95766145
ERR752780,male,0.97400296
SRR2052777,male,0.99653053
SRR926653,female,0.9625454
ERR532597,male,0.9993495
SRR2049706,male,0.99027586
SRR897296,male,0.9424423
SRR1047838,male,0.93910444
SRR898316,male,0.95650005
SRR898461,male,0.96550906
SRR898327,male,0.9591324
SRR2087315,male,0.9996525
SRR797100,male,0.9501282
ERR315411,male,0.99117106
SRR628582,male,0.9999751
ERR863675,female,0.99750674
SRR942560,male,0.99985886
SRR1777314,female,0.9975257
SRR2087302,male,0.9998703
SRR897966,male,0.9811015
SRR1313154,female,0.990826
SRR650195,male,0.9998844
SRR868832,female,0.99950105
SRR1146241,male,0.99320555
SRR1652931,male,0.94279593
SRR897320,male,0.9334486
SRR396890,female,0.99985707
ERR519514,female,0.9994405
SRR898255,male,0.9983842
SRR1146111,female,0.9976161
SRR1163280,male,0.9092162
SRR897540,male,0.933715
SRR2087367,female,0.9996177
SRR897165,male,0.9262854
SRR2087335,female,0.99997836
SRR1017526,female,0.7385448
SRR1201668,female,0.97390985
SRR970289,male,0.9947506
ERR752669,male,0.97086275
SRR897862,male,0.95067894
SRR897282,male,0.9689452
SRR897692,male,0.9686821
SRR2052822,male,0.98006326
SRR650176,male,0.7517447
SRR1781814,female,0.9953481
SRR959442,female,0.9801383
SRR1652901,male,0.8405592
SRR1785252,female,0.99764025
SRR898166,male,0.94647855
SRR903336,male,0.7800356
SRR2037311,male,0.99952185
SRR896905,male,0.9719063
SRR2049615,female,0.99997157
SRR2313089,female,0.97704566
SRR896917,male,0.9742569
SRR897951,male,0.9889325
SRR650142,male,0.98358595
ERR752784,male,0.9522427
SRR959593,female,0.7786003
SRR797129,male,0.784063
SRR1177685,female,0.99937934
SRR1652919,male,0.7229576
SRR897087,male,0.99688596
ERR752810,male,0.95729065
ERR752559,female,0.9994971
SRR2443214,female,0.99767196
SRR1201780,female,0.9466611
SRR479056,female,0.98017013
SRR1163262,male,0.98472995
SRR897225,male,0.9733733
SRR1617448,female,0.9948753
SRR1169866,male,0.99892074
SRR546228,male,0.9831635
SRR896946,male,0.9523522
SRR1721305,female,0.999328
SRR1927066,male,0.9628273
SRR317093,female,0.7337576
SRR1374335,male,0.9290596
SRR897804,male,0.997476
ERR752533,male,0.96088994
SRR1652900,male,0.9763979
SRR1661736,male,0.9797697
SRR1373447,female,0.9840329
SRR309139,male,0.96469194
SRR1216012,male,0.9979743
SRR2443201,female,0.99869907
SRR1747157,male,0.95215255
DRR006426,male,0.94255656
SRR2954778,male,0.9917264
SRR1648333,male,0.9921306
SRR1017529,female,0.7385448
SRR1747165,male,0.96262276
SRR1146228,male,0.9960537
SRR1146094,male,0.99596626
SRR2567903,female,0.74841416
ERR752830,male,0.9406263
SRR896665,male,0.99839354
SRR1201693,female,0.96731395
SRR1216114,male,0.99544066
SRR1193102,male,0.999994
SRR896738,male,0.9980899
SRR897468,male,0.9986725
SRR1957188,male,0.9957472
SRR898209,male,0.96090066
SRR898354,male,0.95324403
ERR329519,female,0.73368526
SRR896861,male,0.98617715
SRR363696,female,0.63108194
SRR959736,female,0.89332914
SRR959659,female,0.89949673
SRR2014237,male,0.7440346
SRR628228,female,0.99394304
SRR797166,female,0.9989886
SRR1663288,female,0.99679214
SRR1785262,female,0.9957986
SRR1502804,male,0.9936282
SRR2049691,female,0.99977416
SRR1036504,female,0.996261
SRR837863,male,0.9999896
SRR1754149,male,0.9997325
ERR752519,female,0.99893314
SRR1046797,male,0.9999447
SRR014499,male,0.6747811
SRR897139,male,0.9498019
SRR897140,male,0.9371358
SRR898437,male,0.9644674
SRR2052808,male,0.9958795
SRR1313227,female,0.99869883
SRR1265555,male,0.97698385
SRR1747175,male,0.96901214
SRR897452,male,0.99872124
SRR898230,male,0.9706398
SRR2052800,male,0.99226665
SRR897695,male,0.9653166
SRR897814,male,0.99723566
SRR2052658,female,0.9997567
SRR897268,male,0.9803711
SRR959630,female,0.78148496
SRR1163241,female,0.83409995
SRR942550,male,0.63999236
SRR358997,male,0.9969842
SRR2912487,male,0.9792568
SRR896867,male,0.9920308
SRR797147,female,0.9981691
SRR1576149,male,0.7936692
SRR2052680,male,0.94277304
SRR834572,male,0.9677223
SRR1576151,male,0.96994495
ERR661156,female,0.98312914
ERR752847,male,0.95004666
SRR1502811,male,0.9980911
SRR1721310,male,0.9873239
SRR898349,male,0.9329721
SRR897290,male,0.92936546
SRR897633,male,0.980653
SRR1265569,male,0.9958869
ERR532587,male,0.9999277
SRR070177,female,0.50708175
SRR191718,male,0.8904222
ERR649044,female,0.99902403
ERR649020,female,0.9901353
SRR1656638,female,0.99064505
ERR315452,female,0.9994513
SRR897982,male,0.98890007
SRR868826,female,0.9998355
SRR1657550,male,0.9998189
SRR1163275,male,0.9808098
SRR2443260,female,0.9959773
SRR922457,female,0.9975437
SRR898260,male,0.99768573
SRR2954767,female,0.99615115
SRR949099,male,0.99817926
ERR315477,female,0.9998719
SRR898122,male,0.9978781
SRR1617452,male,0.96250343
ERR649073,female,0.9983611
SRR1608643,female,0.998456
SRR959632,female,0.78491443
SRR2087373,male,0.89242077
SRR3096624,female,0.61462444
SRR915775,female,0.9996768
SRR1201826,female,0.6336061
SRR2052762,male,0.9956684
SRR896962,male,0.96864
SRR1193638,male,0.9999927
SRR903008,male,0.80274075
SRR1823872,female,0.995783
SRR1652911,male,0.9963991
SRR896913,male,0.9785883
SRR1652926,male,0.97017354
SRR1652941,male,0.9616643
DRR006419,male,0.9806229
SRR898298,male,0.9965747
SRR2443219,female,0.99107045
SRR3096661,female,0.99802047
SRR1027760,female,0.7385448
ERR351436,male,0.989668
ERR315346,female,0.9446815
SRR585571,female,0.9992679
SRR896753,male,0.94150513
SRR1767254,female,0.9991832
SRR898442,male,0.97324467
SRR2166633,female,0.9991873
SRR897828,male,0.99776095
SRR1374337,male,0.9854708
SRR975601,male,0.9985873
SRR1179855,female,0.9201617
ERR348411,male,0.9949709
SRR514147,female,0.6561564
SRR2954797,female,0.9999946
SRR1265892,female,0.9992669
SRR1019689,male,0.98978835
SRR1721307,male,0.9556041
SRR2962019,female,0.9977177
SRR1146095,female,0.99997294
ERR752741,male,0.9644796
SRR633561,female,0.9870747
ERR752573,male,0.97039545
SRR898010,male,0.9660654
ERR348414,female,0.56876296
SRR1924425,male,0.9738399
SRR2926024,female,0.9715301
SRR1026944,female,0.9934384
ERR210953,male,0.97786224
SRR897475,male,0.99806416
SRR650181,male,0.99996173
ERR833244,female,0.9935538
SRR897301,male,0.96798915
SRR898315,male,0.9265413
SRR896737,male,0.9976689
SRR1202371,female,0.99546623
SRR537108,male,0.87534904
DRR006471,male,0.94803476
ERR863719,female,0.99848014
SRR897199,male,0.98283875
SRR1265663,male,0.9726655
SRR898019,male,0.96462953
SRR1593954,male,0.988978
SRR896914,male,0.9624944
ERR315331,female,0.99857223
SRR896966,male,0.97599125
SRR1663211,male,0.980708
SRR363697,female,0.95865834
SRR898164,male,0.9447603
SRR898457,male,0.97160274
SRR1768823,male,0.9866109
SRR1042030,male,0.9617875
SRR1216022,male,0.99803066
SRR1067988,male,0.8810278
ERR661281,female,0.8494258
ERR030867,male,0.89381504
SRR897527,male,0.93231505
SRR831004,male,0.9488411
SRR2166630,male,0.9999777
SRR1768875,male,0.99589807
SRR2052794,female,0.999691
SRR2313978,male,0.9694379
SRR896762,male,0.95006573
SRR1909103,female,0.79144275
SRR396923,female,0.96997106
SRR2313995,male,0.9859296
SRR299107,male,0.9902085
SRR825140,female,0.99963236
SRR1909097,male,0.9497622
SRR2954795,female,0.99999875
SRR826664,female,0.9995073
SRR1657551,male,0.9997288
SRR897167,male,0.9422518
SRR896945,male,0.96753514
SRR1551113,male,0.9992598
SRR1202651,female,0.95706034
ERR752684,male,0.97242963
SRR1193009,male,0.99999154
SRR396951,female,0.9986245
ERR033743,male,0.9933098
ERR863686,female,0.9999957
SRR898474,male,0.9668768
SRR797115,female,0.98286504
SRR959621,female,0.7781116
SRR2443228,female,0.9970665
SRR897335,male,0.96675843
SRR1657552,male,0.99963254
SRR897129,male,0.9420395
SRR897913,male,0.94122446
SRR897807,male,0.99784935
SRR448087,male,0.94772947
SRR514131,male,0.97094786
SRR898200,male,0.9900378
SRR1767261,female,0.9941333
ERR315429,male,0.99877703
SRR975572,male,0.99357224
DRR003596,male,0.7467814
SRR1292154,female,0.9935191
ERR197921,male,0.99342597
SRR650183,male,0.9999714
SRR1067970,male,0.8407637
SRR1201730,female,0.94727814
SRR396917,male,0.9834749
SRR315309,female,0.6914968
SRR1521438,male,0.96797067
SRR1652950,female,0.98995674
SRR1213760,male,0.89627093
ERR863691,female,0.9999941
SRR898445,male,0.9599125
SRR898162,male,0.95846784
SRR975600,male,0.9987872
SRR1608870,male,0.79338247
SRR1163266,male,0.99369967
SRR1313175,female,0.99933225
SRR831027,female,0.9920391
SRR1177721,male,0.9376937
SRR825139,male,0.99361247
ERR752853,male,0.9777379
SRR2314002,male,0.9945599
SRR2954798,female,0.9999978
SRR2954769,female,0.958372
SRR2049749,female,0.99995726
SRR1663269,female,0.99796665
SRR063981,male,0.9606401
SRR898452,male,0.95563495
ERR315384,female,0.9999377
SRR1768928,male,0.9986143
SRR1146130,female,0.9959636
SRR2049772,male,0.9823041
ERR752764,male,0.9739299
ERR649058,male,0.9568573
SRR1760948,female,0.9690219
SRR846949,male,0.95326173
SRR1027993,female,0.95972455
SRR546587,male,0.95687085
ERR329512,male,0.97969353
SRR648426,female,0.9999401
SRR2926021,female,0.98682976
SRR2049777,male,0.9621083
ERR351394,female,0.99631184
SRR898465,male,0.9504401
SRR1909099,male,0.92947024
SRR1806587,male,0.9996769
SRR897094,male,0.99521637
SRR897623,male,0.98912287
SRR1313100,female,0.9999517
SRR831008,male,0.52973104
SRR1693467,male,0.9997922
SRR897963,male,0.98938847
ERR315389,female,0.99917966
SRR897902,male,0.9461132
SRR959702,female,0.9019321
SRR1216117,female,0.9029528
SRR898187,male,0.98479986
SRR2087341,male,0.9915757
SRR898408,male,0.9901875
SRR1265557,male,0.9811698
SRR542401,female,0.99651253
SRR1781819,female,0.98406154
SRR363765,male,0.99785775
SRR970675,female,0.96270597
SRR896872,male,0.9890491
SRR797126,female,0.9902291
SRR1521387,male,0.94954795
SRR650145,male,0.9802006
SRR898455,male,0.97060287
ERR863722,female,0.9999997
SRR1553145,female,0.9996338
SRR2052670,male,0.97028697
ERR649033,female,0.9992218
SRR897075,male,0.99732924
SRR1146188,male,0.9956972
SRR959662,female,0.90970296
SRR2052677,male,0.98054475
SRR2314039,male,0.9861844
SRR1002092,female,0.9997468
SRR896919,male,0.9600688
SRR2026310,male,0.74440193
SRR896925,male,0.94676447
SRR1027185,female,0.9999998
SRR1617437,female,0.52582026
SRR787277,male,0.77072865
SRR058070,male,0.5472746
SRR959709,female,0.89576674
SRR898125,male,0.9987831
SRR1313108,female,0.97595394
SRR1268070,female,0.99767125
SRR846942,male,0.9754944
SRR897130,male,0.93013346
SRR868853,female,0.9991762
SRR948117,male,0.9978142
SRR514148,male,0.9996804
ERR348422,female,0.78617686
SRR397254,female,0.99992484
SRR801696,female,0.98280734
SRR1693457,male,0.9977314
SRR397186,female,0.999059
SRR898423,male,0.98393023
SRR1693460,male,0.9992617
SRR830992,male,0.9722856
SRR1146147,male,0.99347764
SRR1502812,male,0.99795324
SRR926695,male,0.9994524
ERR752884,male,0.954255
SRR2049752,female,0.9999544
SRR897096,male,0.995097
SRR896886,male,0.989658
SRR2047481,male,0.8284548
SRR896906,male,0.9688107
ERR752644,male,0.93944675
SRR317098,male,0.9964048
SRR1608624,male,0.9983199
SRR2557088,female,0.8930963
SRR868811,female,0.99225914
ERR833254,female,0.99341565
SRR1027004,female,0.9983355
SRR1163245,male,0.9941807
SRR1222682,male,0.9511938
SRR897342,male,0.9762653
SRR1747156,male,0.9593692
SRR2052715,male,0.98551416
SRR2443253,female,0.98616666
SRR1027754,male,0.5630892
SRR1036082,female,0.9991825
SRR897640,male,0.9869531
SRR897177,male,0.94086254
SRR959665,female,0.89084136
SRR1201682,female,0.92540663
SRR897824,male,0.9983773
SRR898041,male,0.9726985
ERR752736,male,0.9673122
SRR1193639,male,0.9999932
SRR831041,male,0.5633718
SRR868879,female,0.99968517
SRR2052728,male,0.9596399
SRR2443186,female,0.99964064
SRR2049767,male,0.9443383
SRR1648447,female,0.9318265
SRR898185,male,0.9845813
SRR898013,male,0.96083546
SRR1163274,male,0.9827487
SRR537105,female,0.99791527
ERR649071,male,0.97438353
SRR1190508,male,0.9999881
SRR2313085,male,0.99934465
ERR519488,male,0.9833207
SRR2040272,female,0.9955617
SRR898342,male,0.9598586
SRR897407,male,0.9986023
SRR897264,male,0.9630023
ERR833257,male,0.9761714
SRR1295946,female,0.9998989
SRR397185,female,0.999612
ERR315343,female,0.9701109
ERR752670,male,0.97004926
SRR1509485,male,0.7383498
ERR752851,male,0.9615706
SRR2859773,female,0.8125187
SRR191712,female,0.9989974
SRR1146184,male,0.99481595
SRR1747169,male,0.95969725
ERR033746,male,0.9966056
SRR2226704,male,0.99620056
ERR863723,female,0.9996809
SRR1201685,female,0.5319067
SRR896910,male,0.94052124
SRR831038,male,0.8863948
SRR949111,male,0.99897003
SRR897990,male,0.97305095
SRR1047823,male,0.9570488
SRR2049780,female,0.9988639
SRR2544791,female,0.5340628
ERR532562,male,0.9960783
SRR1721283,male,0.9981388
SRR1201723,female,0.8457508
SRR896938,male,0.9731916
SRR317092,female,0.9629806
SRR1026996,male,0.938828
ERR752638,female,0.9896696
SRR2443261,female,0.9901186
ERR752569,male,0.966544
SRR396921,male,0.99925834
SRR1747198,male,0.9651853
SRR018256,male,0.9999854
SRR959671,female,0.898296
SRR1201704,female,0.9148489
SRR1652948,male,0.90375173
SRR2052686,male,0.98250544
ERR833253,female,0.99383724
SRR1202845,female,0.9503366
SRR1427125,male,0.998998
SRR1551064,male,0.9999051
SRR1768904,male,0.98462486
SRR797120,female,0.9997818
SRR1608564,male,0.99834996
SRR1177712,female,0.86319894
SRR1652952,female,0.99967164
ERR752565,female,0.99653786
SRR2052698,male,0.98865205
ERR519472,male,0.97454965
SRR975560,male,0.98127633
SRR1177731,female,0.999101
SRR1047869,male,0.8955824
DRR006379,female,0.99650717
SRR915771,male,0.9287384
ERR863763,female,0.99998176
ERR532435,male,0.99752176
SRR1663121,male,0.97035027
SRR1698153,male,0.9934467
SRR898151,male,0.9439014
ERR035539,female,0.9955311
DRR006428,female,0.99782926
SRR959684,female,0.88867694
DRR006490,male,0.9942694
SRR1652915,male,0.7084693
SRR2138386,female,0.9984724
SRR903250,male,0.97631836
ERR649026,female,0.98990947
SRR014494,male,0.7418607
ERR348419,female,0.937206
ERR519476,female,0.7385448
SRR2026317,male,0.5871872
SRR1909102,male,0.64582413
ERR519520,male,0.9828929
