,sex,sex_confi
SRR2926065,male,0.9880406
SRR039631,male,0.98620147
SRR831016,male,0.9264196
SRR896766,male,0.99266976
SRR018268,male,0.5130775
ERR752819,male,0.95581627
SRR896817,male,0.99225724
SRR898305,male,0.9912788
SRR537102,female,0.99962074
SRR091695,male,0.8546597
ERR752864,male,0.94739544
SRR332266,male,0.99977434
SRR1768920,male,0.74417144
SRR1608681,male,0.99989855
SRR648417,female,0.6693349
SRR791059,female,0.9999958
SRR1177736,male,0.9437491
SRR514137,male,0.9815542
SRR2926046,male,0.97627354
SRR896867,male,0.9969379
SRR1596222,male,0.99905986
SRR2081136,male,0.9999863
SRR397218,female,0.8850646
SRR2049756,female,0.9997226
SRR897608,male,0.9952591
SRR018264,male,0.9999949
SRR1213838,male,0.9274545
SRR1292161,female,0.99682343
SRR898481,male,0.9945529
SRR2026314,female,0.8807637
SRR397201,male,0.99968606
ERR315325,female,0.9968489
SRR1191915,male,0.9999956
SRR611069,female,0.9985034
SRR897726,male,0.98998404
SRR2927599,male,0.78450227
SRR2087354,female,0.99990356
SRR897651,male,0.9930094
SRR959722,female,0.59881026
SRR1617436,male,0.6993626
SRR1551081,male,0.9944086
SRR2859769,female,0.78592527
SRR1213726,male,0.97906244
SRR2073855,male,0.9871667
SRR898386,male,0.99661714
SRR1201695,female,0.91974944
SRR2049613,male,0.9908249
SRR349742,male,0.99995804
SRR898390,male,0.9965865
SRR479072,female,0.9377469
SRR2314040,female,0.99999964
SRR1027183,female,0.9999913
SRR898417,male,0.99712324
ERR649039,male,0.9649684
SRR2314036,male,0.98901814
SRR1639212,male,0.9967515
SRR1747191,male,0.99674416
SRR1693469,male,0.9989379
SRR650196,male,0.9971963
SRR898296,male,0.9980839
SRR830997,female,0.9007514
SRR1927044,female,0.9972895
SRR2057553,female,0.9984422
SRR633902,male,0.9936956
SRR896973,male,0.99354315
SRR3067479,female,0.92014676
SRR1521376,male,0.9922408
SRR542367,female,0.99375737
SRR1422075,female,0.96823055
SRR934368,male,0.99980843
SRR1785246,female,0.999565
SRR1163242,male,0.97451293
SRR896807,male,0.9927143
SRR897171,male,0.9808563
SRR448101,female,0.99934644
SRR1652895,male,0.9463576
SRR1785288,female,0.99674827
SRR1026877,male,0.97517174
SRR1265635,male,0.95754194
SRR897277,male,0.98920727
SRR514140,male,0.57835764
SRR650132,male,0.9994957
SRR1163248,female,0.99999154
ERR752609,male,0.94801265
SRR387439,male,0.99989974
SRR317089,male,0.9872554
SRR448098,male,0.979632
SRR897693,male,0.99254215
SRR902942,male,0.99594146
ERR752889,female,0.9993599
SRR2087334,male,0.9916908
ERR752899,male,0.9614204
ERR863703,female,0.99995786
SRR1146106,female,0.99921453
SRR1652902,male,0.9852269
SRR1652960,female,0.9983551
SRR896792,male,0.99425876
SRR948117,male,0.99874955
SRR898213,male,0.9920255
SRR959686,female,0.6100329
SRR2443190,female,0.9993374
SRR1652965,male,0.9185351
SRR1265553,male,0.9563767
SRR363685,male,0.57497877
SRR2052781,female,0.9992404
SRR1313187,female,0.99893653
SRR1422074,female,0.9143265
SRR896759,male,0.99142647
SRR897815,male,0.9990646
SRR1201860,female,0.9683471
ERR752762,male,0.94623566
SRR1002085,female,0.999774
ERR752772,male,0.95336473
SRR959695,female,0.5985699
SRR1754138,female,0.9658028
SRR2087298,female,0.7850603
SRR020495,male,0.99984205
SRR896702,male,0.9988364
SRR018260,female,0.77621436
SRR898401,male,0.9978937
SRR1213572,male,0.9996087
SRR2314045,female,0.99999934
SRR1767293,female,0.99092627
SRR2049621,male,0.9612835
SRR2087317,male,0.9995143
SRR1216103,male,0.9924412
SRR1747202,male,0.99352866
SRR1036100,male,0.99988353
SRR2087313,female,0.99363774
SRR1203844,female,0.72064173
SRR791045,female,0.999918
ERR649038,male,0.9644207
ERR832539,male,0.9287294
SRR2049772,male,0.9863192
SRR1957193,male,0.9997485
ERR519476,female,0.65545297
SRR396899,female,0.99998045
SRR897202,male,0.99325335
SRR299114,male,0.71075237
ERR532443,male,0.9986827
SRR1698156,female,0.99987924
SRR1596224,male,0.99886656
SRR897931,male,0.9972712
SRR1608705,male,0.9998867
SRR1027007,female,0.9989196
SRR897344,male,0.9867045
SRR787278,female,0.55518615
ERR752653,male,0.98524874
SRR1636958,female,0.9998271
SRR1744452,female,0.8820299
SRR2049666,male,0.93288696
SRR397208,female,0.99545467
SRR2047481,male,0.9817936
SRR1216106,male,0.99364185
SRR2314042,female,0.999992
SRR903098,male,0.96569824
SRR2040365,female,0.9746544
SRR896670,male,0.9969264
ERR731494,female,0.9291503
SRR1201720,female,0.9608296
SRR1265505,male,0.9972329
SRR896804,male,0.9898308
SRR2052772,male,0.9895662
SRR1767246,female,0.99749565
SRR1781569,male,0.8997606
ERR661159,female,0.94031775
SRR897458,male,0.998814
ERR532563,male,0.9998347
SRR898325,male,0.99018824
ERR752675,male,0.9656335
ERR752706,female,0.99983436
SRR363758,male,0.99307317
ERR752558,male,0.9610734
SRR897799,male,0.9987291
SRR1747206,male,0.99875486
SRR868860,female,0.9385165
SRR1216116,female,0.9697541
SRR2026325,male,0.9515834
SRR903138,male,0.9900775
SRR542370,female,0.9828089
SRR611068,female,0.9996854
DRR006414,male,0.9995942
ERR832554,male,0.9255813
SRR897234,male,0.9940537
SRR898043,male,0.9946104
SRR942562,male,0.9967335
SRR898444,male,0.99095726
SRR898153,male,0.9912405
SRR896762,male,0.9926855
SRR896705,male,0.9982213
SRR1177752,male,0.93659526
SRR897860,male,0.9917232
SRR1521408,male,0.98999846
SRR898341,male,0.99258024
SRR1177670,male,0.8692428
SRR897568,male,0.99736565
SRR2313991,male,0.99710196
SRR633561,female,0.99918604
SRR2087314,female,0.9458736
SRR1768848,male,0.99770576
SRR897913,male,0.9899886
ERR752585,male,0.9350278
SRR897625,male,0.99517524
SRR898300,male,0.9986761
SRR2314030,female,0.99999636
SRR949118,male,0.99993813
SRR1617432,male,0.7339568
ERR035534,female,0.9816098
SRR1608534,female,0.9971818
SRR1721300,female,0.9999448
SRR897453,male,0.9990417
SRR897061,male,0.9982271
SRR1265615,male,0.9704915
SRR2052757,male,0.9880687
SRR309135,female,0.96137047
SRR896733,male,0.9982796
SRR1231445,male,0.9999465
SRR1216123,male,0.9657075
SRR1265502,male,0.9959382
SRR898126,male,0.9985242
SRR1017527,male,0.9998611
SRR897606,male,0.99731255
ERR1050078,female,0.9965743
SRR2052713,male,0.9852559
SRR903050,male,0.9977685
ERR315331,female,0.99774235
SRR896706,male,0.99962807
ERR752576,male,0.98363245
SRR537126,female,0.9992857
SRR898381,male,0.9957097
SRR1026956,female,0.9974407
SRR896709,male,0.998741
SRR1603663,male,0.9795226
DRR006435,female,0.76199985
SRR039629,male,0.98199177
ERR752625,male,0.94771576
ERR315472,male,0.9993941
ERR519494,male,0.85421306
SRR1663272,female,0.94165194
SRR1768873,female,0.99950075
SRR897460,male,0.99895
SRR791050,female,0.9978434
SRR1026895,female,0.99894285
SRR897986,male,0.9881961
SRR1202087,female,0.6790349
SRR1652937,female,0.99994814
ERR315493,female,0.9999811
SRR2057556,female,0.9981368
SRR278174,female,0.99919426
SRR897873,male,0.9921616
DRR029101,female,0.9216877
SRR1521421,female,0.9999994
SRR1652949,male,0.8395773
SRR1216024,male,0.9905839
SRR926657,female,0.99516964
SRR530652,female,0.9978836
SRR1203770,female,0.9834343
DRR006441,female,0.9910754
SRR2052733,male,0.9935298
SRR897859,male,0.98926437
ERR532592,male,0.99647444
SRR1193016,male,0.99999446
SRR1201862,female,0.95524615
SRR1292157,female,0.9947363
SRR896915,male,0.99133456
DRR006378,male,0.8714703
ERR792544,male,0.9998374
SRR897795,male,0.99895954
SRR988509,male,0.91888106
ERR210962,male,0.9797939
SRR902972,male,0.996761
SRR1656634,female,0.99637395
SRR942554,male,0.8030837
SRR1190507,male,0.99999124
DRR003595,male,0.76132
SRR1785302,female,0.99943554
SRR1201715,female,0.9202608
SRR1067987,female,0.99997073
SRR1268064,male,0.9623729
SRR1026945,female,0.99984515
ERR863763,female,0.99995613
SRR942563,male,0.9939929
SRR2052717,male,0.960032
SRR1374345,male,0.9440378
SRR898350,male,0.9906576
SRR898389,male,0.9936417
SRR1026964,male,0.9715807
SRR897675,male,0.9911583
SRR2166626,male,0.99999696
SRR897597,male,0.9980196
SRR1146077,female,0.9999876
SRR787281,female,0.9982522
SRR2927603,male,0.9028655
SRR2962003,female,0.9966642
SRR897058,male,0.9982438
SRR1652933,male,0.85536814
SRR1265668,male,0.971017
SRR897684,male,0.9922374
ERR351414,male,0.9654415
SRR1026910,female,0.9991808
SRR1163255,female,0.99887943
SRR1201714,female,0.955119
SRR2954792,male,0.9129217
SRR896688,male,0.9981354
SRR1201825,female,0.9838624
SRR897281,male,0.9863936
SRR650141,male,0.98802394
SRR949083,female,0.9991767
SRR897443,male,0.99930114
SRR2926022,male,0.98599434
SRR898129,male,0.998737
SRR926669,female,0.990019
SRR1768891,male,0.8988935
SRR1201828,female,0.98578405
SRR1521366,male,0.99247754
SRR2049788,female,0.99973714
ERR315413,female,0.99989253
SRR650191,male,0.9957077
ERR833256,male,0.98406583
SRR448097,male,0.973032
SRR2962011,female,0.9912044
ERR532580,male,0.9999113
ERR649049,male,0.96280545
SRR1754130,female,0.9494985
SRR1265892,female,0.9968754
SRR897988,male,0.99296796
SRR2314025,male,0.9804126
SRR1721281,male,0.99908143
ERR863677,female,0.999998
SRR1216033,male,0.9953492
SRR1313178,female,0.98973876
SRR1265683,male,0.98417586
SRR333702,male,0.93780977
SRR949087,male,0.9996495
SRR1747189,male,0.9985734
SRR898295,male,0.9971402
SRR2049599,female,0.99985504
SRR2040360,female,0.927248
SRR542403,female,0.9997083
ERR315412,female,0.9273362
SRR1146119,male,0.99769384
SRR1781562,male,0.96629316
ERR035541,female,0.98471105
SRR898380,male,0.99422234
SRR1521443,male,0.99001485
SRR2049731,female,0.9994815
SRR1163263,female,0.9999832
SRR1603672,male,0.9968174
SRR1161083,male,0.98411876
SRR926690,male,0.9997721
ERR752604,male,0.91163796
SRR1521412,female,0.99998367
SRR1203808,female,0.95098317
SRR2962004,male,0.9947804
SRR898493,male,0.99208987
SRR897930,male,0.9958746
SRR2443151,male,0.9093441
SRR959711,female,0.52105844
SRR2052711,male,0.9919214
SRR1101240,male,0.99673384
ERR659179,female,0.65545297
SRR897631,male,0.99801064
SRR896926,male,0.99239576
SRR897862,male,0.9925542
SRR1146242,male,0.9982146
SRR1190367,male,0.9999816
SRR2028010,female,0.9904911
SRR1639251,male,0.9969961
ERR752709,male,0.9414128
SRR1265520,male,0.9389452
SRR896698,male,0.9985388
ERR649072,female,0.9970004
SRR1449123,male,0.9999399
SRR1927050,female,0.98804206
SRR897485,male,0.99957496
SRR1721283,male,0.998555
SRR1698142,male,0.9996503
ERR519521,female,0.9999687
SRR896683,male,0.99923325
SRR897270,male,0.99462163
SRR897949,male,0.9962223
SRR1026982,male,0.9597143
SRR191708,male,0.8872784
SRR1785318,female,0.99882746
SRR1265571,male,0.97929114
SRR396931,female,0.9885651
SRR2443180,female,0.9969578
SRR846940,male,0.9608285
SRR1026992,female,0.99796134
SRR868831,female,0.99999696
SRR897808,male,0.9987749
SRR1265586,male,0.97832805
SRR1551079,male,0.9999463
SRR1583597,male,0.9702671
SRR2052657,male,0.9986234
SRR2039198,male,0.9039572
SRR2443182,female,0.9988325
SRR628223,female,0.91001093
ERR315445,female,0.9999377
SRR897579,male,0.99751204
SRR1265599,male,0.99868524
ERR752564,male,0.9583375
SRR959660,female,0.59896815
SRR896782,male,0.9839443
SRR2049760,female,0.9998053
ERR668338,male,0.99657714
SRR2049730,female,0.99833524
SRR898148,male,0.9931083
ERR863547,male,0.9999655
SRR1193524,male,0.9999925
SRR1163273,male,0.9813589
SRR1026959,male,0.9617605
SRR1163284,male,0.77505505
SRR1027756,female,0.65545297
SRR1039806,female,0.8549508
SRR650134,male,0.99931
SRR2443184,female,0.9992447
SRR898421,male,0.9975084
SRR897274,male,0.9932643
SRR897050,male,0.99882203
SRR897711,male,0.996583
ERR752829,male,0.942459
ERR863705,female,0.9996297
DRR006389,female,0.99888545
ERR315383,male,0.9996341
SRR3067478,male,0.5584048
SRR897809,male,0.99849737
SRR1265619,male,0.95188606
SRR1839796,female,0.99876213
SRR1146238,male,0.99867666
ERR752528,male,0.9682762
SRR1145048,male,0.9912609
SRR897551,male,0.9833765
SRR191656,female,0.9998662
SRR1427487,female,0.94129694
SRR897983,male,0.9948435
SRR896954,male,0.9875062
SRR1213739,male,0.99303627
SRR1146166,male,0.98850363
SRR898164,male,0.99183923
SRR2926035,male,0.9922539
SRR949094,male,0.99758255
SRR628585,female,0.7627711
ERR649021,female,0.99913025
SRR1146230,male,0.9939318
SRR1201805,female,0.921581
SRR2926047,male,0.9968395
SRR1781565,male,0.7106081
SRR633581,female,0.99967134
SRR1754119,male,0.9731537
SRR2443222,male,0.8832532
SRR897060,male,0.9983816
SRR791046,female,0.99982226
SRR2443245,female,0.9997094
SRR1747170,male,0.99537784
ERR752534,male,0.9657504
SRR897657,male,0.991048
SRR797123,female,0.9992887
ERR649060,male,0.99846727
SRR1663253,female,0.9896347
SRR2049735,male,0.9805732
ERR315441,female,0.9999913
SRR897151,male,0.9781062
SRR1265566,male,0.9787015
ERR752567,female,0.9917761
SRR1146100,male,0.99910736
DRR006412,female,0.97591865
SRR1231444,female,0.9640974
SRR1193105,male,0.9999943
ERR975345,male,0.99998605
SRR1746779,female,0.98449266
SRR2052674,male,0.9947149
SRR1536711,male,0.9998275
SRR2087318,female,0.97766894
SRR2544811,male,0.82401216
SRR396891,female,0.9999984
SRR1521409,male,0.9902073
SRR1553148,male,0.849352
SRR897429,male,0.9987475
SRR949092,male,0.9965935
SRR1768924,male,0.99819535
SRR333692,female,0.9257938
SRR514139,male,0.9837874
SRR1026995,female,0.99962234
SRR1191954,male,0.9999894
SRR2314044,male,0.96060675
SRR926697,male,0.9994075
SRR896902,male,0.99595404
SRR1161035,female,0.99999875
ERR348420,male,0.9657353
SRR018267,female,0.52555925
SRR2313993,male,0.99611694
SRR1060782,female,0.5204389
SRR648424,female,0.699363
SRR1163262,male,0.9786676
SRR897310,male,0.99287236
SRR2052794,female,0.99989635
SRR897907,male,0.9882945
SRR948494,male,0.99990714
SRR1216127,male,0.9912952
SRR1265529,male,0.9857391
SRR959733,female,0.6386431
SRR1746775,female,0.98393124
SRR1203771,female,0.71515024
SRR1161036,male,0.9852334
SRR898298,male,0.99769795
SRR1721294,female,0.99909383
SRR896741,male,0.998804
ERR752883,male,0.95692503
SRR922463,male,0.982676
ERR863741,female,0.99997365
SRR1067948,male,0.9476433
SRR2049776,male,0.9956085
SRR988506,female,0.9997986
ERR752593,male,0.95861995
SRR1768917,male,0.99936277
SRR1036105,female,0.9966434
SRR2052747,male,0.9817909
SRR898483,male,0.9923574
SRR896951,male,0.9942769
SRR1002098,female,0.99972665
SRR2052816,male,0.97138345
SRR897644,male,0.99582356
ERR315381,male,0.99412364
SRR396945,male,0.9948269
SRR1521358,female,0.99956095
SRR448096,female,0.99483585
SRR897129,male,0.9917921
ERR348419,female,0.99780494
SRR1698158,male,0.99863034
SRR2443153,female,0.9991563
SRR1385244,male,0.9999753
SRR975573,female,0.9998578
SRR1265652,male,0.96874696
SRR1265549,male,0.9927446
SRR1146247,male,0.99504346
SRR545719,male,0.99455655
SRR868862,female,0.9319733
SRR1785252,female,0.9993639
SRR903122,male,0.9843923
SRR1027993,female,0.9347353
SRR1201792,female,0.8791529
SRR2040367,female,0.99998647
SRR628220,male,0.731305
ERR532584,male,0.99989146
SRR1201820,female,0.90901816
ERR315387,female,0.9999979
SRR2443260,female,0.99691737
SRR2052783,male,0.9718709
ERR315432,male,0.98616827
SRR317042,male,0.7866537
ERR752686,male,0.93664706
SRR1060786,female,0.5753621
SRR650142,male,0.9841238
SRR492026,female,0.55799717
SRR1026908,male,0.9339175
SRR897089,male,0.99944144
SRR1146201,male,0.98471326
SRR902924,male,0.9989376
SRR959688,female,0.536003
SRR897308,male,0.9915937
SRR1265537,male,0.9691374
SRR2926019,male,0.9977976
SRR2962019,female,0.9972126
SRR1698150,male,0.99817276
SRR2049748,female,0.9998971
SRR897909,male,0.9932817
SRR898471,male,0.99297726
SRR2049671,male,0.9678424
ERR752783,male,0.95490134
SRR2166632,female,0.85690343
SRR1427483,female,0.9994879
SRR959638,male,0.60376006
SRR1265534,male,0.98677003
SRR948492,male,0.9977193
SRR542381,female,0.99999684
SRR1265610,male,0.9804023
SRR2040268,female,0.9993142
SRR649547,male,0.9999097
SRR897226,male,0.9952671
ERR752573,male,0.96718997
ERR752886,female,0.99767846
SRR2026309,male,0.99032295
SRR1202847,female,0.89081556
SRR575164,female,0.83025134
SRR896700,male,0.9992358
SRR1746782,male,0.9686206
SRR2052780,female,0.99872464
SRR1191346,male,0.9999873
SRR1146169,male,0.9976842
ERR752696,male,0.96076936
SRR1201722,female,0.642007
SRR896734,male,0.99796706
ERR752900,male,0.96525985
SRR898364,male,0.99199784
SRR1313208,female,0.9981488
ERR030859,male,0.92914784
SRR1067934,male,0.98009986
SRR1265649,male,0.98763645
SRR868845,female,0.9992598
SRR1265564,male,0.9845253
SRR2443159,female,0.99469316
SRR2049660,male,0.99692917
DRR006473,female,0.97987014
SRR1608728,male,0.99401015
SRR1663242,male,0.99770355
SRR801704,female,0.9879764
SRR897291,male,0.9885538
SRR2052701,male,0.9900077
SRR959614,male,0.5892703
SRR479053,female,0.9844259
SRR1017530,female,0.65545297
SRR897572,male,0.9988529
SRR897869,male,0.9940058
SRR831026,male,0.66418266
SRR1163283,female,0.98733187
SRR1313171,female,0.9151823
SRR546589,female,0.9676754
SRR896755,male,0.9874075
SRR1927021,male,0.9904831
SRR2052676,male,0.9953729
SRR896844,male,0.99469435
SRR934369,female,0.9400579
SRR898163,male,0.9918836
SRR2443174,female,0.99938184
SRR2047485,male,0.97017276
ERR502857,male,0.9999895
SRR897710,male,0.99296534
SRR801433,male,0.99938804
SRR1313114,female,0.9999876
SRR897341,male,0.99584943
SRR014498,male,0.7123255
SRR1060784,female,0.5626579
SRR1698136,male,0.99239445
SRR2954789,male,0.94207305
SRR897946,male,0.99701893
SRR1957202,female,0.99987334
SRR897097,male,0.9975351
SRR2049656,male,0.9909571
SRR896841,male,0.99515426
SRR897132,male,0.99217737
SRR2049662,male,0.98969376
SRR1265631,male,0.96975917
SRR1201677,female,0.9364619
SRR1781816,male,0.9924256
SRR1177706,female,0.9978975
SRR1163060,female,0.9572109
SRR2314041,female,0.9999822
SRR1042026,female,0.9999234
SRR1608522,male,0.9966316
SRR2544801,male,0.72602284
ERR863734,female,0.99998456
SRR896822,male,0.993508
SRR1163276,female,0.99997073
SRR898333,male,0.9903306
ERR833257,male,0.9902339
SRR797105,male,0.99141836
DRR006428,female,0.9987804
SRR2443211,female,0.9992477
SRR898008,male,0.99538696
SRR1027178,female,0.99998456
SRR1648328,male,0.996047
SRR1026934,female,0.9824942
SRR2443205,male,0.96277255
SRR1663249,female,0.99623525
SRR332273,male,0.99861896
SRR897330,male,0.9808388
SRR514132,male,0.99004114
SRR1060796,female,0.5825287
SRR868810,female,0.99910384
SRR2969597,male,0.99905413
SRR1047828,female,0.9916439
SRR868859,female,0.99987173
SRR2927596,male,0.8287789
SRR897208,male,0.99573517
SRR1636957,male,0.91828763
SRR926667,female,0.98808706
SRR830984,male,0.9701626
ERR833238,male,0.98912394
SRR2047489,male,0.92737675
SRR1521372,female,0.9999921
SRR1146160,male,0.9982994
SRR1201861,female,0.94897395
SRR358996,male,0.99893016
ERR752777,female,0.9980812
SRR1551112,male,0.9999784
ERR315341,male,0.9759976
SRR1191990,male,0.99998486
SRR898236,male,0.99231946
SRR2087326,male,0.9822114
ERR661162,female,0.93368703
SRR2052740,male,0.9711938
SRR1665019,male,0.96135646
SRR1768855,male,0.99927485
SRR1265519,male,0.9976446
SRR2926061,male,0.9793259
ERR329510,female,0.97206414
SRR1721292,male,0.9618365
SRR915764,female,0.9995403
SRR1177740,male,0.95034695
SRR1658414,male,0.97508585
SRR2087311,male,0.9983567
SRR298695,female,0.9970412
SRR633600,male,0.8806902
SRR1146193,male,0.99788034
ERR033745,male,0.9942686
ERR752643,male,0.9275813
SRR980484,male,0.9990471
SRR2049681,male,0.98233545
SRR2443167,female,0.99797285
SRR949117,female,0.9989394
SRR2443186,female,0.9997581
SRR2314033,female,0.99712306
SRR1042013,female,0.9999493
SRR2314031,male,0.9865726
SRR949121,female,0.9972933
SRR1909102,female,0.5650042
SRR2049685,male,0.94294775
SRR834574,male,0.99437255
SRR2052819,female,0.9991945
SRR2087307,female,0.9999262
SRR364829,female,0.99916804
SRR975584,male,0.99013835
SRR396937,male,0.9625494
SRR897524,male,0.9932991
